BTC_Close,BTC_Open,BTC_High,BTC_Low,Daily Return,Monthly Return,Annual Return
9525.3,9173.1,9596.5,9468.1,0.0387006019366658,,
9380.9,9519.9,9428.5,9352.7,-0.015159627518293362,,
9587.2,9394.5,9695.6,9567.5,0.021991493353516356,,
9554.4,9533.1,9695.6,9529.8,-0.0034212283044059433,0.10151143084425684,
10080.8,9552.8,10207.3,10050.4,0.05509503474838806,,
9496.0,10093.9,9538.1,9483.4,-0.05801126894690889,,
9681.7,9494.1,9686.1,9617.6,0.01955560235888809,,
9555.0,9527.4,9686.1,9537.6,-0.013086544718386328,,
9616.2,9794.5,9629.3,9549.5,0.0064050235478807505,,
9697.6,9631.3,9701.9,9637.3,0.00846488217799135,,
9718.6,9689.0,9770.5,9708.5,0.0021654842435241406,,
9682.9,9724.4,9857.2,9616.6,-0.0036733685921841452,,
9754.2,9679.4,9805.8,9745.0,0.007363496473164144,,
9878.7,9753.7,9945.2,9871.0,0.012763732545980178,,
9381.5,9887.3,9391.3,9249.4,-0.050330509075080854,,
9421.4,9365.1,9475.8,9415.5,0.004253051217822268,,
9431.5,9411.4,9474.7,9428.7,0.0010720275118347722,,
9438.5,9419.3,9474.7,9387.5,0.0007421937125589029,,
9549.2,9166.7,9570.7,9379.3,0.011728558563331104,,
9461.8,9558.0,9532.3,9423.8,-0.009152599170611286,,
9436.3,9461.9,9468.8,9403.4,-0.0026950474539728653,,
9267.9,9428.9,9390.3,9249.6,-0.017845977766709376,,
9331.8,9280.8,9350.1,9294.2,0.006894765804551062,,
9362.0,9332.0,9397.7,9349.1,0.003236245954692629,,
9378.5,9371.1,9395.2,9285.8,0.0017624439222387878,,
9651.7,9383.5,9715.6,9609.3,0.0291304579623608,,
9645.9,9655.5,9663.7,9614.8,-0.000600930406042588,,
9074.7,9649.9,9306.0,9022.6,-0.059216869343451495,,
9249.4,9098.7,9296.5,9194.3,0.0192513251126758,,
9163.1,9245.1,9179.8,9113.9,-0.009330334940644724,,
8970.6,9161.7,9008.2,8950.2,-0.0210081740895548,,
9104.5,8971.0,9148.6,9097.1,0.014926537801261963,,
9171.7,9101.3,9199.8,9158.7,0.007380965456642352,,
9124.2,9166.4,9148.0,9101.1,-0.005178974454027041,-0.045026375282592235,
9233.4,9134.9,9259.7,9225.2,0.011968172552114131,,
9202.0,9150.6,9259.7,9179.5,-0.0034006974678882917,,
9086.1,9097.4,9100.0,9053.0,-0.012595088024342505,,
9134.9,9084.2,9149.6,9114.0,0.005370841174981544,,
9088.7,9133.8,9114.1,9063.2,-0.005057526628643894,,
9299.5,9090.1,9371.2,9266.3,0.02319363605356095,,
9300.5,9293.0,9319.9,9233.1,0.00010753266304641684,,
