timestamp,open,high,low,close,volume
2024-03-07,60635.54000000,62320.76000000,60133.38000000,61027.58000000,594.19610322
2024-03-06,58825.04000000,62297.53000000,57910.32000000,60629.09000000,823.94642282
2024-03-05,62779.25000000,63600.00000000,48500.00000000,58821.41000000,2198.24205859
2024-03-04,58226.26000000,62960.00000000,57439.00000000,62779.25000000,1449.33430287
2024-03-03,57224.17000000,58328.78000000,56628.55000000,58227.89000000,309.28890918
2024-03-02,57565.56000000,57627.13000000,56837.19000000,57211.22000000,261.24992375
2024-03-01,56509.14000000,58300.00000000,56106.21000000,57572.75000000,649.14989943
2024-02-29,57472.17000000,58640.40000000,55753.70000000,56477.23000000,1065.49802200
2024-02-28,52600.59000000,59097.20000000,52309.80000000,57460.80000000,1487.12728374
2024-02-27,49978.02000000,53063.37000000,49978.02000000,52587.36000000,853.57840760
