ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-04-16,2525.5628185524733,5154.8984173739755,18179.3870916444,2525.5628185524733,2525.5628185524733,9251.661298981404,9251.661298981404,9251.661298981404,-24.96041112244929,-24.96041112244929,-24.96041112244929,9276.621710103853,9276.621710103853,9276.621710103853,0.0,0.0,0.0,11777.224117533877
2020-04-17,2626.85030125019,5498.843570058257,17944.843571070633,2626.85030125019,2626.85030125019,9100.68552170568,9100.68552170568,9100.68552170568,16.33517614852472,16.33517614852472,16.33517614852472,9084.350345557154,9084.350345557154,9084.350345557154,0.0,0.0,0.0,11727.53582295587
2020-04-18,2728.1377839479064,5039.003486841386,17819.17979673681,2728.1377839479064,2728.1377839479064,8874.134028489314,8874.134028489314,8874.134028489314,-22.513142716903705,-22.513142716903705,-22.513142716903705,8896.647171206218,8896.647171206218,8896.647171206218,0.0,0.0,0.0,11602.27181243722
2020-04-19,2829.425266645623,5045.279744979557,17625.410611088355,2829.425266645623,2829.425266645623,8664.480560716209,8664.480560716209,8664.480560716209,-49.22188915624766,-49.22188915624766,-49.22188915624766,8713.702449872457,8713.702449872457,8713.702449872457,0.0,0.0,0.0,11493.905827361832
2020-04-20,2930.7127493433413,5024.70797934293,17869.819291988315,2930.7127493433413,2930.7127493433413,8585.801873256338,8585.801873256338,8585.801873256338,50.41190553609942,50.41190553609942,50.41190553609942,8535.389967720237,8535.389967720237,8535.389967720237,0.0,0.0,0.0,11516.51462259968
2020-04-21,3032.000232041058,5457.350459647072,17677.882471696234,3032.000232041058,3032.000232041058,8298.984885300633,8298.984885300633,8298.984885300633,-62.29955127515092,-62.29955127515092,-62.29955127515092,8361.284436575783,8361.284436575783,8361.284436575783,0.0,0.0,0.0,11330.985117341692
2020-04-22,3133.2877147387744,4998.436268039243,17767.30103446874,3133.2877147387744,3133.2877147387744,8282.935874208804,8282.935874208804,8282.935874208804,92.2479125865849,92.2479125865849,92.2479125865849,8190.687961622219,8190.687961622219,8190.687961622219,0.0,0.0,0.0,11416.223588947578
2020-04-23,3234.575197436491,4640.5553062450845,17185.692323611547,3234.575197436491,3234.575197436491,7997.704268073667,7997.704268073667,7997.704268073667,-24.9604111223901,-24.9604111223901,-24.9604111223901,8022.664679196056,8022.664679196056,8022.664679196056,0.0,0.0,0.0,11232.279465510157
2020-04-24,3335.8626801342093,4651.810247043419,16865.397333145025,3335.8626801342093,3335.8626801342093,7872.417612158699,7872.417612158699,7872.417612158699,16.33517614885482,16.33517614885482,16.33517614885482,7856.082436009842,7856.082436009842,7856.082436009842,0.0,0.0,0.0,11208.280292292908
2020-04-25,3437.150162831926,4280.84157750575,17697.32653781303,3437.150162831926,3437.150162831926,7667.14703937921,7667.14703937921,7667.14703937921,-22.513142717285238,-22.513142717285238,-22.513142717285238,7689.660182096497,7689.660182096497,7689.660182096497,0.0,0.0,0.0,11104.297202211135
2020-04-26,3538.4376455296424,4893.608039907886,18014.686082185446,3538.4376455296424,3538.4376455296424,7472.797701417567,7472.797701417567,7472.797701417567,-49.22188915633478,-49.22188915633478,-49.22188915633478,7522.019590573901,7522.019590573901,7522.019590573901,0.0,0.0,0.0,11011.23534694721
2020-04-27,3639.725128227359,4674.1446847344805,17399.95460666234,3639.725128227359,3639.725128227359,7402.151207887851,7402.151207887851,7402.151207887851,50.411905536143855,50.411905536143855,50.411905536143855,7351.739302351705,7351.739302351705,7351.739302351705,0.0,0.0,0.0,11041.87633611521
2020-04-28,3741.012610925076,4084.19249282182,17446.936144966843,3741.012610925076,3741.012610925076,7115.110574899241,7115.110574899241,7115.110574899241,-62.299551275154684,-62.299551275154684,-62.299551275154684,7177.410126174395,7177.410126174395,7177.410126174395,0.0,0.0,0.0,10856.123185824317
2020-04-29,3842.300093622794,4441.61839278486,18088.49190935121,3842.300093622794,3842.300093622794,7089.937418199857,7089.937418199857,7089.937418199857,92.24791258642198,92.24791258642198,92.24791258642198,6997.689505613437,6997.689505613437,6997.689505613437,0.0,0.0,0.0,10932.237511822652
2020-04-30,3943.5875763205104,4387.181720245873,17598.659068893638,3943.5875763205104,3943.5875763205104,6786.393183952447,6786.393183952447,6786.393183952447,-24.96041112266598,-24.96041112266598,-24.96041112266598,6811.35359507511,6811.35359507511,6811.35359507511,0.0,0.0,0.0,10729.980760272956
2020-05-01,4044.875059018227,4074.0605577542897,17320.766475405926,4044.875059018227,4044.875059018227,6633.680541551575,6633.680541551575,6633.680541551575,16.335176148404933,16.335176148404933,16.335176148404933,6617.345365403169,6617.345365403169,6617.345365403169,0.0,0.0,0.0,10678.555600569802
2020-05-02,4146.162541715944,4185.95098189713,16855.751821327838,4146.162541715944,4146.162541715944,6392.3041410643955,6392.3041410643955,6392.3041410643955,-22.513142717175658,-22.513142717175658,-22.513142717175658,6414.817283781572,6414.817283781572,6414.817283781572,0.0,0.0,0.0,10538.46668278034
2020-05-03,4247.450024413662,3293.2237603278927,16881.309587722986,4247.450024413662,4247.450024413662,6153.945389406479,6153.945389406479,6153.945389406479,-49.22188915599077,-49.22188915599077,-49.22188915599077,6203.1672785624705,6203.1672785624705,6203.1672785624705,0.0,0.0,0.0,10401.39541382014
2020-05-04,4348.737507111378,3485.3831400035256,17236.61346151134,4348.737507111378,4348.737507111378,6032.478807885729,6032.478807885729,6032.478807885729,50.41190553621244,50.41190553621244,50.41190553621244,5982.066902349517,5982.066902349517,5982.066902349517,0.0,0.0,0.0,10381.216314997107
2020-05-05,4450.024989809095,3681.229613768266,17132.526145365493,4450.024989809095,4450.024989809095,5689.18128894689,5689.18128894689,5689.18128894689,-62.299551275158436,-62.299551275158436,-62.299551275158436,5751.480840222049,5751.480840222049,5751.480840222049,0.0,0.0,0.0,10139.206278755984
2020-05-06,4551.312472506812,3724.6108840536126,16849.71582499929,4551.312472506812,4551.312472506812,5603.925080097141,5603.925080097141,5603.925080097141,92.24791258654545,92.24791258654545,92.24791258654545,5511.677167510596,5511.677167510596,5511.677167510596,0.0,0.0,0.0,10155.237552603954
2020-05-07,4652.59995520453,3480.659123994984,16779.034090147725,4652.59995520453,4652.59995520453,5238.267624356519,5238.267624356519,5238.267624356519,-24.960411122606796,-24.960411122606796,-24.960411122606796,5263.228035479126,5263.228035479126,5263.228035479126,0.0,0.0,0.0,9890.867579561049
2020-05-08,4753.887437902246,3366.1004931352877,16604.142322159965,4753.887437902246,4753.887437902246,5023.33592192098,5023.33592192098,5023.33592192098,16.33517614873503,16.33517614873503,16.33517614873503,5007.000745772244,5007.000745772244,5007.000745772244,0.0,0.0,0.0,9777.223359823227
2020-05-09,4855.174920599963,3202.097733056014,15846.873566712533,4855.174920599963,4855.174920599963,4721.626314589396,4721.626314589396,4721.626314589396,-22.513142717062323,-22.513142717062323,-22.513142717062323,4744.139457306458,4744.139457306458,4744.139457306458,0.0,0.0,0.0,9576.80123518936
2020-05-10,4956.46240329768,3040.182586424929,16098.76473076298,4956.46240329768,4956.46240329768,4426.816155261374,4426.816155261374,4426.816155261374,-49.22188915650904,-49.22188915650904,-49.22188915650904,4476.038044417882,4476.038044417882,4476.038044417882,0.0,0.0,0.0,9383.278558559054
2020-05-11,5057.749885995397,2832.37224076815,15961.278832325284,5057.749885995397,5057.749885995397,4254.7167900281875,4254.7167900281875,4254.7167900281875,50.411905535999004,50.411905535999004,50.411905535999004,4204.304884492189,4204.304884492189,4204.304884492189,0.0,0.0,0.0,9312.466676023585
2020-05-12,5159.037368693114,2499.0437359389475,16319.654272779168,5159.037368693114,5159.037368693114,3868.421038516589,3868.421038516589,3868.421038516589,-62.29955127508517,-62.29955127508517,-62.29955127508517,3930.7205897916742,3930.7205897916742,3930.7205897916742,0.0,0.0,0.0,9027.458407209702
2020-05-13,5260.324851390829,2737.628502474071,15593.330279885273,5260.324851390829,5260.324851390829,3749.4378175081247,3749.4378175081247,3749.4378175081247,92.24791258645486,92.24791258645486,92.24791258645486,3657.18990492167,3657.18990492167,3657.18990492167,0.0,0.0,0.0,9009.762668898955
2020-05-14,5361.612334088548,2038.843944492025,15333.075733592244,5361.612334088548,5361.612334088548,3360.7287515035446,3360.7287515035446,3360.7287515035446,-24.96041112288268,-24.96041112288268,-24.96041112288268,3385.6891626264287,3385.6891626264287,3385.6891626264287,0.0,0.0,0.0,8722.341085592092
2020-05-15,5462.899816786265,2333.10335326383,15136.066071335481,5462.899816786265,5462.899816786265,3134.5459976310076,3134.5459976310076,3134.5459976310076,16.335176148604553,16.335176148604553,16.335176148604553,3118.2108214824034,3118.2108214824034,3118.2108214824034,0.0,0.0,0.0,8597.445814417271
